開催回,開催日,第1数字,第2数字,第3数字,第4数字,第5数字,ボーナス数字,1等口数,1等賞金,2等口数,2等賞金,3等口数,3等賞金,4等口数,4等賞金
635,2011-10-11,12,13,16,20,29,11,7,26764300,60,224300,2105,11000,57657,1000
636,2011-10-18,8,13,21,26,30,3,39,5013300,135,104000,2700,9000,63106,1000
637,2011-10-25,1,5,10,15,21,11,17,11419600,130,107200,2558,9400,59708,1000
638,2011-11-01,1,16,18,27,30,15,12,16493100,65,218700,1881,13100,52657,1200
639,2011-11-08,6,14,20,29,31,22,38,5158400,126,111700,3687,6600,68729,900
640,2011-11-15,6,15,18,28,31,8,7,27720100,77,181000,2002,12000,56971,1100
641,2011-11-22,5,11,14,17,22,15,19,9966100,56,242900,3207,7300,73497,800
642,2011-11-29,9,22,26,27,31,28,4,40000000,52,885600,2218,10700,48802,1200
643,2011-12-06,9,11,17,19,22,6,16,12024300,117,118100,2208,10800,60506,1000
644,2011-12-13,5,13,15,20,27,30,19,10381800,119,119000,2705,9000,66111,900
645,2011-12-20,8,13,18,19,24,11,19,10576700,79,182700,2626,9500,66181,900
646,2011-12-27,3,6,16,30,31,17,15,13557200,99,147500,2379,10600,66649,900
647,2012-01-10,3,6,7,10,21,18,22,10018700,83,190700,2382,11500,67126,1000
648,2012-01-17,6,13,18,19,21,26,12,16736600,161,89600,2524,9900,64052,1000
649,2012-01-24,3,11,18,19,21,12,25,7920700,95,149700,2561,9600,67198,900
650,2012-01-31,4,11,18,24,26,13,40,5056600,125,116200,3098,8100,71026,900
651,2012-02-07,8,11,15,20,31,18,17,11631300,80,177500,2392,10200,62963,1000
652,2012-02-14,2,5,19,28,29,23,9,21263100,77,178500,1960,12100,57241,1000
653,2012-02-21,11,16,20,22,30,21,18,10879000,62,226900,2786,8700,67237,900
654,2012-02-28,6,11,22,25,27,2,20,9667600,92,150900,2751,8700,70791,800
655,2012-03-06,7,9,12,14,18,24,11,17484300,112,123300,2401,9900,65368,900
656,2012-03-13,4,10,15,22,23,7,11,17013700,122,110200,2625,8800,65300,900
657,2012-03-20,9,14,18,23,30,10,19,9266300,73,173200,2331,9400,58535,900
658,2012-03-27,7,8,11,15,26,1,22,8351300,75,175900,2697,8400,66947,800
659,2012-04-03,5,9,22,30,31,3,10,17841700,66,194200,1692,13100,51095,1100
660,2012-04-10,7,12,15,30,31,18,15,12406500,83,161000,2110,10900,58936,1000
661,2012-04-17,2,6,9,19,20,27,12,15964800,87,158100,2077,11400,56423,1100
662,2012-04-24,7,9,15,28,31,26,17,11301400,82,168300,2824,8400,64257,900
663,2012-05-01,1,9,10,21,31,23,16,11709600,53,253900,2128,10900,51699,1100
664,2012-05-08,6,9,11,16,29,4,27,6930300,114,117900,2558,9100,64945,900
665,2012-05-15,7,12,17,20,28,9,16,11303900,90,144300,2422,9200,61581,900
666,2012-05-22,10,11,17,24,29,26,24,7537400,68,191100,2611,8600,62031,900
667,2012-05-29,8,9,19,26,31,28,11,16344600,53,243700,1897,11800,55039,1000
668,2012-06-05,7,9,16,27,29,30,24,7567100,101,129100,2772,8100,66072,800
669,2012-06-12,4,7,8,25,31,14,14,12523000,72,174900,1836,11800,52304,1000
670,2012-06-19,4,6,26,27,29,30,16,11130100,67,190900,1865,11800,54476,1000
671,2012-06-26,7,14,19,22,27,28,49,3869200,130,104700,3207,7300,66499,900
672,2012-07-03,3,8,20,22,28,5,23,7997000,71,186100,2476,9200,60814,900
673,2012-07-10,6,12,21,24,25,22,19,9632600,58,226600,2523,9000,61720,900
674,2012-07-17,1,2,3,24,25,15,20,8678000,70,178100,1427,15100,44176,1200
675,2012-07-24,6,21,27,28,31,20,15,11452700,49,251800,1783,11900,52691,1000
676,2012-07-31,4,6,18,22,28,1,17,10062100,54,227500,2341,9000,58572,900
677,2012-08-07,10,16,23,24,30,18,10,16776800,59,204200,2316,9000,56747,900
678,2012-08-14,15,17,21,24,25,20,7,22803200,35,327600,1332,14900,44022,1100
679,2012-08-21,5,11,23,29,31,28,14,12601000,73,173600,2764,7900,63049,900
680,2012-08-28,2,3,11,15,24,23,7,25439000,106,120600,2286,9600,60215,900
681,2012-09-04,6,12,17,19,30,9,10,17833400,102,125600,2406,9200,62406,900
682,2012-09-11,4,8,20,25,27,30,16,11211800,54,238600,2270,9800,58221,1000
683,2012-09-18,1,7,15,23,26,11,27,128700,96,128700,2137,10000,53811,1000
684,2012-09-25,10,12,13,19,25,7,17,10408200,99,128400,1942,11300,55951,1000
685,2012-10-02,8,11,19,21,30,1,22,7978700,72,175100,2481,8800,61533,900
686,2012-10-09,3,5,7,10,18,6,17,9976000,74,164600,2524,8300,61129,900
687,2012-10-16,2,9,17,24,29,22,46,3829400,142,89100,3476,6300,66128,800
688,2012-10-23,4,5,9,15,26,11,14,12261900,92,134000,1900,11200,53533,1000
689,2012-10-30,12,13,19,23,25,28,19,9367900,86,148600,2355,9400,60856,900
690,2012-11-06,11,16,22,23,25,9,5,34779000,109,114600,2066,10400,60194,900
691,2012-11-13,3,9,10,20,25,31,11,15772600,55,226600,1935,11100,55931,1000
692,2012-11-20,9,13,14,23,31,20,10,17468100,51,246000,1747,12400,51069,1100
693,2012-11-27,5,17,21,24,25,3,14,12487900,77,163100,2471,8800,58782,900
694,2012-12-04,5,12,15,16,20,6,12,14544900,70,179100,1723,12600,52635,1000
695,2012-12-11,4,19,20,27,28,14,12,14582400,94,133700,1996,10900,54099,1000
696,2012-12-18,5,9,15,19,30,6,15,12030000,78,166200,2111,10600,59022,900
697,2012-12-25,5,7,17,25,27,18,29,6379000,115,115500,2756,8300,65702,900
698,2013-01-08,2,3,5,14,24,9,11,17764200,62,226400,2026,12000,59777,1000
699,2013-01-15,6,12,21,24,28,15,35,5064900,153,83200,3087,7100,63726,900
700,2013-01-22,6,8,9,21,26,4,11,16529300,77,169600,1635,13800,51628,1100
701,2013-01-29,4,8,13,15,26,3,17,11055700,94,143600,3212,7200,64382,900
702,2013-02-05,10,12,13,20,23,4,14,13454600,96,140900,2149,10900,56105,1000
703,2013-02-12,3,10,16,28,31,15,21,8547300,121,106500,2103,10600,55003,1000
704,2013-02-19,2,11,21,24,25,23,24,7514700,77,168200,2876,7800,64898,900
705,2013-02-26,8,16,18,21,22,27,28,6578000,81,163300,1940,11800,53122,1100
706,2013-03-05,4,6,15,16,29,27,7,26020600,150,87200,2129,10600,59936,900
707,2013-03-12,2,11,23,27,29,3,17,10440900,103,123800,2152,10200,59126,900
708,2013-03-19,10,11,20,28,29,1,13,13184700,76,162000,2008,10600,53165,1000
709,2013-03-26,2,5,16,17,18,30,15,11567000,84,148300,1719,12500,50069,1100
710,2013-04-02,2,15,18,25,26,20,10,16255400,49,238300,1806,11200,50350,1000
711,2013-04-09,3,5,10,17,25,22,17,9463000,107,108000,2587,7700,62487,800
712,2013-04-16,3,7,18,27,31,1,22,7535600,60,198500,2199,9300,56618,900
713,2013-04-23,4,13,22,28,31,16,38,4279200,152,76800,2553,7900,50842,1000
714,2013-04-30,6,10,20,22,31,1,3,40000000,45,1172400,1500,13300,45607,1100
715,2013-05-07,2,3,5,9,22,18,16,9981300,70,163900,1928,10300,55420,900
716,2013-05-14,13,18,19,20,24,17,5,31787500,45,253700,1494,13200,43625,1100
717,2013-05-21,3,5,14,23,26,1,18,8867600,88,130300,2306,8600,57657,900
718,2013-05-28,2,11,16,19,24,23,31,5124200,98,116400,2523,7800,54451,900
719,2013-06-04,2,9,18,22,27,16,20,7963700,91,125700,2453,8000,54106,900
720,2013-06-11,5,11,17,19,20,15,11,14286700,49,230400,1949,10000,53977,900
721,2013-06-18,3,5,12,15,22,2,21,7664800,89,129900,2667,7500,62985,800
722,2013-06-25,4,6,17,21,30,9,15,10738700,87,133000,1927,10400,51968,1000
723,2013-07-02,4,7,9,25,31,18,25,6562000,108,109100,1911,10600,53391,1000
724,2013-07-09,7,14,17,22,29,1,28,5628900,86,131600,2681,7300,53048,900
725,2013-07-16,6,11,26,28,30,19,10,15296800,61,180100,1760,10800,50342,900
726,2013-07-23,1,2,16,18,25,7,14,10808400,71,153100,1534,12200,44542,1100
727,2013-07-30,4,7,14,16,24,27,16,9394100,120,89900,2056,9100,51710,900
728,2013-08-06,1,9,11,13,28,16,8,18646900,48,223200,1572,11800,43783,1100
729,2013-08-13,13,16,17,20,29,11,5,27809300,44,227000,1260,13700,36899,1200
730,2013-08-20,3,5,7,14,22,4,17,8892800,57,190500,3085,6100,64464,700
731,2013-08-27,7,9,18,28,30,11,18,8640700,99,112800,1725,11200,48660,1000
732,2013-09-03,4,6,16,29,31,9,20,7665700,91,121000,2239,8500,51498,900
733,2013-09-10,5,9,11,18,20,31,17,9075900,84,131900,2271,8400,56982,800
734,2013-09-17,6,8,10,12,13,31,11,13574800,70,153200,1946,9500,53947,900
735,2013-09-24,3,14,16,23,30,7,16,9284800,123,86700,1815,10100,50968,900
736,2013-10-01,2,14,17,20,27,9,4,38074300,86,127200,1537,12300,45066,1100
737,2013-10-08,5,12,18,19,23,16,32,4707900,81,133600,2473,7500,55083,800
738,2013-10-15,7,11,14,23,29,19,24,6100500,84,125200,2511,7200,57064,800
739,2013-10-22,1,4,19,24,31,18,9,16772600,63,172100,1457,12800,41464,1100
740,2013-10-29,2,4,19,25,28,11,13,11631300,91,119300,1709,11000,48469,1000
741,2013-11-05,6,11,12,15,25,10,18,8412100,87,125000,2027,9300,55001,800
742,2013-11-12,3,5,16,26,31,1,13,11416800,61,174700,2038,9000,52050,900
743,2013-11-19,4,15,18,20,30,5,10,14807500,44,241700,1478,12400,46602,1000
744,2013-11-26,2,4,5,14,24,19,16,9360200,106,101500,1979,9400,53906,900
745,2013-12-03,3,10,13,14,22,15,8,18869400,49,221300,1756,10700,49490,900
746,2013-12-10,2,10,15,18,20,13,11,13753300,72,150900,1610,11600,44679,1100
747,2013-12-17,1,12,23,29,30,9,18,8812600,104,109500,1738,11300,47495,1000
748,2013-12-24,2,6,7,11,15,4,14,11095000,80,139400,1918,10000,55707,900
749,2014-01-07,1,11,14,16,30,25,11,15579700,56,219800,1681,12600,50969,1000
750,2014-01-14,2,5,9,13,19,24,12,12865200,124,89400,2121,9000,56418,800
751,2014-01-21,7,15,18,19,30,8,12,13002500,70,160100,1796,10800,49556,1000
752,2014-01-28,11,23,26,27,31,24,6,26586900,53,216200,1475,13400,45461,1100
753,2014-02-04,2,10,20,23,24,26,13,12044100,40,281200,1797,10800,49720,1000
754,2014-02-11,11,12,24,25,30,31,27,5310600,79,130300,2444,7300,56561,800
755,2014-02-18,20,21,22,25,27,14,10,14884600,42,254600,1193,15500,35470,1300
756,2014-02-25,5,8,9,27,30,11,16,9569900,83,132500,1651,11500,47052,1000
757,2014-03-04,12,15,21,25,27,22,5,30971700,47,236700,1501,12800,45828,1100
758,2014-03-11,8,14,19,22,24,26,15,10203600,66,166600,1789,10600,49168,1000
759,2014-03-18,8,18,23,24,30,4,11,13499100,72,148100,1966,9400,52056,900
760,2014-03-25,1,7,14,25,30,8,12,12695900,63,173700,1825,10300,47112,1000
761,2014-04-01,7,14,16,21,31,17,5,29959800,52,206900,1576,11800,42112,1100
762,2014-04-08,2,3,8,10,29,31,8,18725100,50,215200,1798,10300,50543,900
763,2014-04-15,3,5,12,14,18,8,13,11960600,78,143200,2138,9000,58521,800
764,2014-04-22,1,2,7,10,11,16,29,5291900,57,193400,2247,8500,54305,900
765,2014-04-29,16,19,20,22,31,26,2,40000000,40,1884700,1265,14200,35852,1300
766,2014-05-06,5,8,12,16,28,13,38,3746800,91,112400,2589,6800,55108,800
767,2014-05-13,6,8,10,25,31,27,13,11404800,43,247700,1641,11200,44892,1000
768,2014-05-20,2,3,23,24,27,10,8,18487300,77,137900,1763,10400,48954,900
769,2014-05-27,3,11,15,22,24,29,17,8647700,86,122800,2257,8100,55666,800
770,2014-06-03,12,18,19,22,30,20,11,13282800,41,256000,1460,12400,43606,1000
771,2014-06-10,7,11,22,26,30,27,16,9120400,69,151900,2086,8700,51054,900
772,2014-06-17,11,14,15,21,27,24,11,13502100,36,296300,1745,10500,48590,900
773,2014-06-24,1,2,6,11,26,17,19,7837700,70,152800,1775,10400,47810,1000
774,2014-07-01,5,6,9,20,30,31,20,7472500,61,176000,1606,11500,43287,1100
775,2014-07-08,5,6,14,24,31,15,6,24154100,70,148700,1645,10900,44627,1000
776,2014-07-15,6,14,15,18,31,25,8,18099200,78,133300,1669,10800,44140,1000
777,2014-07-22,4,10,20,22,24,21,6,23668600,40,255000,1502,11700,42882,1000
778,2014-07-29,10,13,14,26,30,18,16,8908500,66,155100,1667,10600,43226,1000
779,2014-08-05,1,8,9,10,13,18,12,11722600,52,194300,1413,12300,39756,1100
780,2014-08-12,13,15,16,18,20,7,14,9858100,33,300400,1234,13900,34120,1300
781,2014-08-19,2,7,10,21,24,4,6,24036000,66,156900,1719,10400,48235,900
782,2014-08-26,4,7,9,14,21,26,17,8676200,76,139400,1905,9600,51510,900
783,2014-09-02,4,5,10,15,20,8,21,7191000,103,105300,2751,6800,52684,900
784,2014-09-09,14,19,21,25,29,8,12,12443400,67,160100,1276,14500,38622,1200
785,2014-09-16,7,21,22,26,28,5,7,20668900,40,259800,1349,13300,40367,1100
786,2014-09-23,5,6,21,28,29,7,7,19913000,52,192500,1548,11200,41777,1000
787,2014-09-30,11,15,22,26,31,7,15,9852300,97,109400,1984,9200,47905,1000
788,2014-10-07,1,21,28,29,30,15,6,23928600,41,251500,1176,15200,36782,1200
789,2014-10-14,4,5,11,16,31,19,14,9935500,59,169300,1729,10000,48034,900
790,2014-10-21,11,13,15,19,21,7,15,9668900,68,153200,1550,11600,43942,1000
791,2014-10-28,6,16,18,30,31,10,11,13336500,62,169900,1570,11600,42455,1100
792,2014-11-04,12,13,15,18,22,28,10,14266200,61,168000,1302,13600,40600,1100
793,2014-11-11,6,10,18,20,31,24,12,11972500,57,181000,1748,10200,43820,1000
794,2014-11-18,3,4,8,10,31,7,12,11801400,78,130400,1750,10000,45020,1000
795,2014-11-25,2,6,11,14,18,1,18,7669300,55,180300,2238,7600,55469,800
796,2014-12-02,3,10,19,21,30,7,13,11067300,99,104400,1979,9000,47352,900
797,2014-12-09,8,9,29,30,31,18,26,5509700,116,88700,1801,9900,43059,1000
798,2014-12-16,3,8,10,23,27,12,21,6884200,105,98900,1949,9200,52064,900
799,2014-12-23,1,2,17,19,26,24,7,20309600,47,217300,1189,14800,36729,1200
800,2014-12-30,1,19,20,22,25,2,9,16522900,50,213600,1273,14500,37688,1200
801,2015-01-06,5,7,20,22,25,17,12,10783000,76,122300,1469,10900,40814,1000
802,2015-01-13,5,9,21,29,31,6,17,8526900,50,208200,1438,12500,42233,1100
803,2015-01-20,2,4,18,19,27,23,11,13347200,82,128600,1729,10500,47249,1000
804,2015-01-27,7,8,9,12,29,26,11,13564600,59,181600,1848,10000,48354,1000
805,2015-02-03,8,9,11,17,30,3,13,11425300,104,102600,1781,10300,52077,900
806,2015-02-10,3,11,21,23,28,24,11,13518100,64,166900,1815,10200,50659,900
807,2015-02-17,5,7,13,17,19,3,12,12645500,68,160300,1869,10100,50337,900
808,2015-02-24,8,9,26,27,30,3,4,38078800,68,160900,1671,11300,46393,1000
809,2015-03-03,2,8,11,13,25,1,17,9000500,73,150500,2479,7600,57744,800
810,2015-03-10,6,12,15,16,31,17,17,8774600,43,249200,1936,9500,49546,900
811,2015-03-17,8,9,10,13,21,18,11,13448300,61,174200,1737,10600,48379,900
812,2015-03-24,2,16,17,22,25,13,12,12052400,79,131500,1626,11000,45193,1000
813,2015-03-31,3,6,9,14,15,17,25,5977800,64,167700,2194,8400,53832,900
814,2015-04-07,2,3,12,25,31,28,17,8501700,56,185400,1725,10400,47820,900
815,2015-04-14,20,21,26,27,28,3,6,23852200,44,233600,1134,15700,32538,1400
816,2015-04-21,1,5,7,14,18,12,28,5434600,78,140100,2005,9400,51281,900
817,2015-04-28,1,10,23,27,29,18,8,18724400,41,262400,1232,15100,38834,1200
818,2015-05-05,5,9,14,16,18,3,10,13373500,65,147800,1667,9900,42854,1000
819,2015-05-12,2,9,14,15,24,13,9,15897000,59,174200,1667,10600,45930,1000
820,2015-05-19,8,12,20,21,31,19,13,11053700,78,132300,1694,10500,44616,1000
821,2015-05-26,6,8,18,21,23,30,6,23806500,74,138600,1701,10400,46026,1000
822,2015-06-02,7,8,10,17,28,4,12,11927000,79,130100,1761,10100,48756,900
823,2015-06-09,6,10,14,18,23,9,15,9341400,91,110600,1983,8700,49037,900
824,2015-06-16,4,16,22,28,29,10,37,3968900,293,36000,2260,8000,50051,900
825,2015-06-23,3,8,12,21,26,19,27,5394200,117,89400,2423,7400,54706,800
826,2015-06-30,1,8,21,23,27,22,10,14783000,65,163300,1512,12100,45240,1000
827,2015-07-07,3,4,6,23,31,10,6,24525200,52,203200,1352,13500,44687,1000
828,2015-07-14,2,8,11,15,26,3,31,4599800,106,96600,2373,7400,52949,800
829,2015-07-21,8,12,19,23,31,6,17,8141300,119,83500,2086,8200,50215,800
830,2015-07-28,5,6,20,23,29,15,11,12729500,62,162200,1457,11900,43875,1000
831,2015-08-04,7,9,17,19,21,3,10,13815300,66,150300,1487,11500,42277,1000
832,2015-08-11,9,10,15,19,31,24,13,10466400,49,199400,1410,12000,39929,1100
833,2015-08-18,6,9,15,24,28,12,26,5422800,117,86500,2029,8600,46491,900
834,2015-08-25,5,13,21,25,26,2,10,14121600,88,115200,1801,9700,46865,900
835,2015-09-01,1,9,11,23,29,17,21,6986500,130,81000,2123,8600,51103,900
836,2015-09-08,5,15,20,28,29,10,10,14135300,70,145000,1525,11500,41612,1100
837,2015-09-15,4,5,9,24,25,31,15,9613900,64,161800,1860,9600,48999,900
838,2015-09-22,4,6,11,12,15,22,17,7871500,69,139300,1782,9300,48613,800
839,2015-09-29,2,6,14,27,30,12,19,7674700,77,136000,2382,7600,50971,900
840,2015-10-06,1,5,11,15,31,8,30,4744400,84,121700,2098,8400,50827,900
841,2015-10-13,5,6,7,13,18,8,11,12419100,45,218000,1670,10100,46907,900
842,2015-10-20,9,18,20,24,25,4,7,20543000,68,151900,1462,12200,42376,1100
843,2015-10-27,2,14,23,28,30,26,11,13206500,76,137300,1794,10000,45914,1000
844,2015-11-03,3,11,14,22,26,1,28,4897200,72,136800,2442,6900,53552,800
845,2015-11-10,3,10,22,24,30,28,12,11740300,51,198400,1707,10200,46473,900
846,2015-11-17,1,17,27,30,31,8,9,15513400,50,200600,1300,13300,35531,1200
847,2015-11-24,7,18,19,21,31,15,12,11345100,59,165700,1605,10500,40173,1100
848,2015-12-01,2,3,22,29,31,1,7,20067200,53,190400,1326,13100,42176,1000
849,2015-12-08,4,14,17,19,20,26,10,14063000,48,210400,1215,14400,37527,1200
850,2015-12-15,1,2,13,15,18,28,2,40000000,49,1595600,1338,13700,39895,1200
851,2015-12-22,10,19,20,24,31,23,6,24575100,60,176500,1399,13100,41317,1100
852,2015-12-29,2,9,15,18,22,12,15,10399800,50,224100,2493,7700,55565,900
853,2016-01-05,6,11,17,18,30,28,16,8329800,64,149600,1981,8300,47051,900
854,2016-01-12,3,16,22,23,31,10,23,6520800,116,92800,2077,8900,53025,900
855,2016-01-19,2,7,17,22,24,25,11,13440200,75,141600,1835,10000,48760,900
856,2016-01-26,1,10,15,24,29,9,14,10760500,80,135200,1664,11200,43832,1100
857,2016-02-02,2,4,21,24,28,29,7,21937200,42,262600,1562,12200,46038,1000
858,2016-02-09,6,14,15,25,26,22,16,9650200,50,221800,2001,9600,49135,1000
859,2016-02-16,13,17,19,28,31,25,10,15935200,72,159000,1521,13000,45517,1100
860,2016-02-23,8,9,21,30,31,7,23,6880300,101,112500,2223,8800,50587,1000
861,2016-03-01,4,8,12,17,27,3,18,8790000,75,151500,2320,8400,58184,800
862,2016-03-08,3,7,9,13,23,6,13,11963100,98,114000,2226,8600,56624,800
863,2016-03-15,1,2,11,27,28,21,15,10148300,50,218700,1827,10300,49322,1000
864,2016-03-22,14,18,26,28,30,8,5,29656700,64,166400,1419,13000,40758,1100
865,2016-03-29,3,8,16,17,31,9,9,16893400,71,153800,2355,8000,55998,800
866,2016-04-05,4,16,18,26,28,9,17,9056900,89,124200,1677,11400,48337,1000
867,2016-04-12,13,23,24,28,30,31,8,18976300,52,209700,1283,14700,40991,1200
868,2016-04-19,1,9,14,25,30,31,17,9124800,61,182600,1750,11000,44154,1100
869,2016-04-26,2,14,16,19,30,5,9,17352400,72,155800,1612,12000,45025,1100
870,2016-05-03,3,12,22,23,31,24,19,7642500,70,149000,2353,7600,52665,800
871,2016-05-10,4,17,24,27,31,19,21,7114400,78,137600,2331,7900,54399,800
872,2016-05-17,15,16,24,28,30,26,12,12375800,46,231900,1972,9300,53300,900
873,2016-05-24,4,6,10,23,29,3,16,9228500,68,155900,1940,9400,49099,900
874,2016-05-31,6,7,8,22,24,18,13,11486100,73,146900,1663,11100,47624,1000
875,2016-06-07,2,3,8,11,28,10,31,4770400,109,97400,2753,6600,61654,700
876,2016-06-14,18,19,20,21,27,15,7,20846400,45,232900,1311,13800,40193,1100
877,2016-06-21,5,14,20,22,23,16,11,13741200,55,197400,1730,10800,46561,1000
878,2016-06-28,2,3,8,28,29,26,13,11668900,64,170200,2192,8600,53338,900
879,2016-07-05,2,13,24,27,31,12,12,12665000,77,141700,1832,10300,48590,1000
880,2016-07-12,5,7,11,12,21,18,24,6226600,78,137600,2409,7700,55457,800
881,2016-07-19,10,11,17,29,30,15,17,8412500,81,126800,1911,9300,49490,900
882,2016-07-26,2,7,8,18,30,21,10,14563100,75,139400,1917,9400,51487,900
883,2016-08-02,1,17,18,21,25,23,6,24209500,39,267500,1330,13500,37388,1200
884,2016-08-09,7,10,22,27,31,2,9,15562600,83,121200,1595,10900,45975,900
885,2016-08-16,9,17,21,24,27,11,9,15847200,60,170700,1585,11200,45000,1000
886,2016-08-23,1,11,20,23,29,13,9,16226200,44,238400,1605,11300,42954,1100
887,2016-08-30,3,4,19,28,29,23,14,10717100,55,195900,1751,10600,48150,1000
888,2016-09-06,6,17,24,29,31,3,11,13520000,94,113600,1876,9800,48509,900
889,2016-09-13,5,6,12,17,22,23,13,11311900,79,133700,1875,9700,48574,900
890,2016-09-20,1,7,12,24,31,6,28,4956200,70,142400,1949,8800,45441,900
891,2016-09-27,10,17,29,30,31,25,7,21013900,35,301900,1932,9400,48025,900
892,2016-10-04,2,3,12,19,21,5,6,24463100,74,142400,1740,10500,47317,1000
893,2016-10-11,11,14,20,22,25,5,13,10949400,87,117500,1662,10600,44838,1000
894,2016-10-18,11,16,21,23,30,25,8,18528200,39,273000,1730,10600,47405,1000
895,2016-10-25,7,8,9,11,14,22,21,7073000,64,166700,1772,10400,48913,900
896,2016-11-01,11,13,16,17,26,30,8,18628800,58,184500,1332,13900,41767,1100
897,2016-11-08,16,17,18,23,31,29,5,29102600,57,183400,1345,13400,42416,1100
898,2016-11-15,5,7,20,24,25,17,8,18456900,91,116500,1803,10100,46866,1000
899,2016-11-22,1,7,19,20,31,29,24,6155900,62,171100,1703,10800,42822,1100
900,2016-11-29,1,15,18,22,25,29,6,24704000,40,266200,1411,13000,40249,1100
901,2016-12-06,2,10,13,23,24,27,11,13647000,68,158500,1895,9800,48512,1000
902,2016-12-13,6,8,16,22,28,27,11,13675900,72,150100,2225,8400,51266,900
903,2016-12-20,2,5,21,24,29,4,6,26177300,52,216900,1678,11600,50119,1000
904,2016-12-27,3,5,8,17,21,14,18,8964300,72,161000,2235,8900,56275,900
905,2017-01-10,4,17,18,22,27,10,19,9044100,80,154300,2247,9500,59030,900
906,2017-01-17,2,4,6,7,23,26,8,19387700,66,168800,1795,10700,53600,900
907,2017-01-24,3,4,10,22,31,6,12,12695700,66,165800,2066,9100,52223,900
908,2017-01-31,18,19,21,23,31,17,17,9298100,92,123400,1684,11600,46524,1100
909,2017-02-07,3,12,14,20,27,22,10,15532800,61,182900,1750,11000,47976,1000
910,2017-02-14,10,14,20,26,30,3,9,16973400,80,137100,1487,12700,42451,1100
911,2017-02-21,2,3,4,13,16,17,7,22609500,47,241900,1495,13100,48938,1000
912,2017-02-28,9,12,19,21,22,18,15,10724100,74,156100,1680,11900,48357,1000
913,2017-03-07,2,9,17,21,23,28,24,6538300,72,156500,2186,8900,52636,900
914,2017-03-14,2,7,15,19,24,22,22,6916900,69,158400,2054,9200,50030,900
915,2017-03-21,14,22,24,26,27,7,11,13224800,65,160700,1321,13700,41427,1100
916,2017-03-28,17,18,23,28,30,5,15,9996500,106,101600,1681,11100,49396,900
917,2017-04-04,1,9,10,24,27,13,21,7059300,65,163800,1572,11700,42884,1100
918,2017-04-11,16,20,22,27,29,30,5,28662500,36,285900,1245,14300,38025,1200
919,2017-04-18,4,7,9,15,23,11,12,12582800,127,85400,2290,8200,55044,800
920,2017-04-25,5,15,22,24,25,30,12,12658300,75,145500,1801,10500,49221,1000
921,2017-05-02,6,8,10,14,30,13,13,11675400,60,181700,1985,9500,52761,900
922,2017-05-09,2,13,14,21,22,7,8,18147700,82,127100,1516,11900,45865,1000
923,2017-05-16,8,20,21,22,27,19,9,16244800,59,178000,1491,12200,42871,1100
924,2017-05-23,2,7,8,14,23,15,20,7222800,114,91000,2612,6800,58438,800
925,2017-05-30,9,14,19,27,30,16,8,18097900,53,196200,1814,9900,45848,1000
926,2017-06-06,3,9,18,27,29,26,26,5506100,64,160700,2346,7500,50732,900
927,2017-06-13,1,6,7,17,18,16,11,13049200,69,149400,1495,11900,43960,1000
928,2017-06-20,4,9,11,19,23,22,16,9215200,105,100800,2312,7900,54487,800
929,2017-06-27,2,4,5,11,20,22,9,16453400,68,156400,1816,10100,51442,900
930,2017-07-04,9,14,24,25,27,16,12,12136700,57,183500,1714,10500,49396,900
931,2017-07-11,2,3,18,24,25,9,11,13286200,110,95400,1841,9800,50368,900
932,2017-07-18,1,3,14,17,19,23,8,17562600,71,142100,1286,13600,41211,1100
933,2017-07-25,3,4,22,26,29,5,6,23706000,65,157200,1460,12100,44474,1000
934,2017-08-01,3,7,8,11,13,4,15,9475800,85,120100,2232,7900,53777,800
935,2017-08-08,3,11,13,20,31,16,8,17283400,48,206900,1376,12500,41186,1000
936,2017-08-15,7,21,23,25,31,10,11,12396900,55,178100,1299,13000,39669,1100
937,2017-08-22,5,12,13,15,24,25,15,9476000,63,162000,1599,11000,47584,900
938,2017-08-29,4,9,16,21,22,1,25,5812500,61,171100,2110,8500,49604,900
939,2017-09-05,8,12,20,23,28,16,18,8136300,117,89900,1917,9500,49125,900
940,2017-09-12,4,9,25,27,28,12,10,14318100,96,107100,1535,11600,44948,1000
941,2017-09-19,3,11,12,15,28,17,16,8846800,79,128700,2106,8300,54036,800
942,2017-09-26,2,7,10,22,29,17,11,13176300,106,98200,2271,7900,54678,800
943,2017-10-03,4,11,18,28,30,10,21,6901800,69,150900,2418,7400,49269,900
944,2017-10-10,5,11,13,16,27,23,18,7771500,83,121000,1988,8700,49178,900
945,2017-10-17,14,17,21,25,31,15,6,23896800,42,245200,1569,11300,43437,1000
946,2017-10-24,5,14,24,28,29,20,9,15691700,43,235900,1481,11800,42947,1000
947,2017-10-31,3,7,19,24,27,16,24,5990900,114,90600,2419,7400,54817,800
948,2017-11-07,3,6,12,13,22,4,12,11865000,68,150400,1752,10100,48414,900
949,2017-11-14,1,2,5,6,21,25,7,19808100,62,160600,1520,11300,41044,1100
950,2017-11-21,5,8,12,14,28,1,15,9340200,77,130700,2196,7900,52567,800
951,2017-11-28,3,9,12,26,27,25,23,6122600,104,97200,2441,7100,54742,800
952,2017-12-05,4,10,15,16,18,8,11,12921100,35,291700,1745,10100,45823,1000
953,2017-12-12,4,5,9,22,29,2,3,40000000,84,375600,1910,9200,50251,900
